Age
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f6
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,774.0,273.0,501.0,0.8686868686868687,0.35271317829457366,0.7982456140350878,0.912568306010929,0.11432269197584122,0.015301703789922154
1.0,117.0,69.0,48.0,0.13131313131313133,0.5897435897435898,1.0,1.0,0.0,0.0955958574228291
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f7
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,864.0,339.0,525.0,0.9696969696969697,0.3923611111111111,0.9912280701754386,0.9562841530054644,0.03494391716997414,0.0012541214357618272
1.0,27.0,3.0,24.0,0.030303030303030304,0.1111111111111111,1.0,1.0,0.0,0.056125306650502915
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f8
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,481.0,298.0,183.0,0.5398428731762065,0.6195426195426196,0.8713450292397661,0.3333333333333333,0.5380116959064327,0.5169727690421264
1.0,410.0,44.0,366.0,0.4601571268237935,0.1073170731707317,1.0,1.0,0.0,0.8851131669200498
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f9
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,685.0,160.0,525.0,0.7687991021324355,0.23357664233576642,0.4678362573099415,0.9562841530054644,0.48844789569552294,0.3492093476302262
1.0,206.0,182.0,24.0,0.23120089786756454,0.883495145631068,1.0,1.0,0.0,1.2207487929432053
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f10
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,774.0,273.0,501.0,0.8686868686868687,0.35271317829457366,0.7982456140350878,0.912568306010929,0.11432269197584122,0.015301703789922154
1.0,117.0,69.0,48.0,0.13131313131313133,0.5897435897435898,1.0,1.0,0.0,0.0955958574228291
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f11
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,856.0,340.0,516.0,0.9607182940516273,0.397196261682243,0.9941520467836257,0.9398907103825137,0.05426133640111197,0.0030455019673830317
1.0,35.0,2.0,33.0,0.03928170594837262,0.05714285714285714,1.0,1.0,0.0,0.12643285733641443
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f12
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,875.0,334.0,541.0,0.9820426487093153,0.38171428571428573,0.9766081871345029,0.9854280510018215,0.00881986386731859,7.92957042376307e-05
1.0,16.0,8.0,8.0,0.017957351290684626,0.5,1.0,1.0,0.0,0.004174333123297587
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f13
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,846.0,320.0,526.0,0.9494949494949495,0.37825059101654845,0.935672514619883,0.9581056466302368,0.022433132010353796,0.0005314972605024314
1.0,45.0,22.0,23.0,0.050505050505050504,0.4888888888888889,1.0,1.0,0.0,0.009620133294890748
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f14
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,829.0,327.0,502.0,0.9304152637485971,0.3944511459589867,0.956140350877193,0.9143897996357013,0.04175055124149163,0.0018640684101851922
1.0,62.0,15.0,47.0,0.06958473625140292,0.24193548387096775,1.0,1.0,0.0,0.027923173490373123
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f15
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,721.0,181.0,540.0,0.8092031425364759,0.2510402219140083,0.5292397660818714,0.9836065573770492,0.45436679129517776,0.2816094508701057
1.0,170.0,161.0,9.0,0.19079685746352412,0.9470588235294117,1.0,1.0,0.0,1.5255217312611498
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f16
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,449.0,293.0,156.0,0.5039281705948373,0.6525612472160356,0.8567251461988304,0.28415300546448086,0.5725721407343496,0.6318930801328576
1.0,442.0,49.0,393.0,0.49607182940516276,0.11085972850678733,1.0,1.0,0.0,0.9210977242463987
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f17
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,796.0,305.0,491.0,0.8933782267115601,0.38316582914572866,0.8918128654970761,0.8943533697632058,0.0025405042661297284,7.226837179068111e-06
1.0,95.0,37.0,58.0,0.10662177328843996,0.3894736842105263,1.0,1.0,0.0,6.036900330125174e-05
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f18
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,869.0,320.0,549.0,0.9753086419753086,0.36823935558112775,0.935672514619883,1.0,0.06432748538011701,0.004277117859398618
1.0,22.0,22.0,0.0,0.024691358024691357,1.0,1.0,1.0,0.0,0.0
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f19
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,873.0,341.0,532.0,0.9797979797979798,0.39060710194730813,0.9970760233918129,0.9690346083788707,0.028041415012942217,0.0007999288202208217
1.0,18.0,1.0,17.0,0.020202020202020204,0.05555555555555555,1.0,1.0,0.0,0.06617565425996717
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f20
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,774.0,273.0,501.0,0.8686868686868687,0.35271317829457366,0.7982456140350878,0.912568306010929,0.11432269197584122,0.015301703789922154
1.0,117.0,69.0,48.0,0.13131313131313133,0.5897435897435898,1.0,1.0,0.0,0.0955958574228291
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f21
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,864.0,339.0,525.0,0.9696969696969697,0.3923611111111111,0.9912280701754386,0.9562841530054644,0.03494391716997414,0.0012541214357618272
1.0,27.0,3.0,24.0,0.030303030303030304,0.1111111111111111,1.0,1.0,0.0,0.056125306650502915
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f22
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,721.0,181.0,540.0,0.8092031425364759,0.2510402219140083,0.5292397660818714,0.9836065573770492,0.45436679129517776,0.2816094508701057
1.0,170.0,161.0,9.0,0.19079685746352412,0.9470588235294117,1.0,1.0,0.0,1.5255217312611498
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f23
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,464.0,298.0,166.0,0.5207631874298541,0.6422413793103449,0.8713450292397661,0.302367941712204,0.5689770875275622,0.6022015956673373
1.0,427.0,44.0,383.0,0.4792368125701459,0.10304449648711944,1.0,1.0,0.0,0.9618885684584173
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f24
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,854.0,322.0,532.0,0.9584736251402918,0.3770491803278688,0.9415204678362573,0.9690346083788707,0.027514140542613363,0.0007925238897075196
1.0,37.0,20.0,17.0,0.04152637485970819,0.5405405405405406,1.0,1.0,0.0,0.01749367308428041
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f25
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,825.0,309.0,516.0,0.9259259259259259,0.37454545454545457,0.9035087719298246,0.9398907103825137,0.03638193845268911,0.0014362783127169472
1.0,66.0,33.0,33.0,0.07407407407407407,0.5,1.0,1.0,0.0,0.017219124133602548
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f26
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,844.0,330.0,514.0,0.9472502805836139,0.3909952606635071,0.9649122807017544,0.936247723132969,0.028664557568785387,0.0008644397413703028
1.0,47.0,12.0,35.0,0.052749719416386086,0.2553191489361702,1.0,1.0,0.0,0.017117146819009874
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f27
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,835.0,303.0,532.0,0.9371492704826038,0.362874251497006,0.8859649122807017,0.9690346083788707,0.08306969609816894,0.0074449536609534645
1.0,56.0,39.0,17.0,0.06285072951739619,0.6964285714285714,1.0,1.0,0.0,0.1082926468842765
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f28
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,803.0,309.0,494.0,0.9012345679012346,0.3848069738480697,0.9035087719298246,0.8998178506375227,0.003690921292301863,1.510865401541739e-05
1.0,88.0,33.0,55.0,0.09876543209876543,0.375,1.0,1.0,0.0,0.00013854950568344476
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f29
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,859.0,325.0,534.0,0.9640852974186308,0.37834691501746215,0.9502923976608187,0.9726775956284153,0.022385197967596526,0.0005211934938984424
1.0,32.0,17.0,15.0,0.03591470258136925,0.53125,1.0,1.0,0.0,0.013396440692945788
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f30
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,721.0,181.0,540.0,0.8092031425364759,0.2510402219140083,0.5292397660818714,0.9836065573770492,0.45436679129517776,0.2816094508701057
1.0,170.0,161.0,9.0,0.19079685746352412,0.9470588235294117,1.0,1.0,0.0,1.5255217312611498
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f31
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,731.0,260.0,471.0,0.8204264870931538,0.35567715458276333,0.7602339181286549,0.8579234972677595,0.09768957913910459,0.011809571945785633
1.0,160.0,82.0,78.0,0.17957351290684623,0.5125,1.0,1.0,0.0,0.05112077359764136
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f32
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,879.0,341.0,538.0,0.9865319865319865,0.38794084186575656,0.9970760233918129,0.9799635701275046,0.017112453264308325,0.00029624431502305005
1.0,12.0,1.0,11.0,0.013468013468013467,0.08333333333333333,1.0,1.0,0.0,0.032934757065548166
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f33
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,819.0,333.0,486.0,0.9191919191919192,0.4065934065934066,0.9736842105263158,0.8852459016393442,0.08843830888697157,0.008421234666958374
1.0,72.0,9.0,63.0,0.08080808080808081,0.125,1.0,1.0,0.0,0.13023623863016373
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f34
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,533.0,304.0,229.0,0.5982042648709316,0.5703564727954972,0.8888888888888888,0.41712204007285975,0.4717668488160291,0.3569356852375537
1.0,358.0,38.0,320.0,0.40179573512906847,0.10614525139664804,1.0,1.0,0.0,0.7819286103637513
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f35
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,847.0,318.0,529.0,0.9506172839506173,0.3754427390791027,0.9298245614035088,0.9635701275045537,0.033745566101044955,0.0012030073157109891
1.0,44.0,24.0,20.0,0.04938271604938271,0.5454545454545454,1.0,1.0,0.0,0.02212390566166136
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f36
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,848.0,332.0,516.0,0.9517396184062851,0.3915094339622642,0.9707602339181286,0.9398907103825137,0.030869523535614896,0.0009975766789335685
1.0,43.0,10.0,33.0,0.04826038159371493,0.23255813953488372,1.0,1.0,0.0,0.02224565180866781
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f37
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,873.0,329.0,544.0,0.9797979797979798,0.3768613974799542,0.9619883040935673,0.9908925318761385,0.02890422778257118,0.0008556747368957002
1.0,18.0,13.0,5.0,0.020202020202020204,0.7222222222222222,1.0,1.0,0.0,0.041298336071950915
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f38
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,432.0,287.0,145.0,0.48484848484848486,0.6643518518518519,0.8391812865497076,0.2641165755919854,0.5750647109577222,0.66479561043516
1.0,459.0,55.0,404.0,0.5151515151515151,0.11982570806100218,1.0,1.0,0.0,0.8745549552974882
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f39
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,855.0,321.0,534.0,0.9595959595959596,0.37543859649122807,0.9385964912280702,0.9726775956284153,0.034081104400345064,0.0012155711386009542
1.0,36.0,21.0,15.0,0.04040404040404041,0.5833333333333334,1.0,1.0,0.0,0.027597513090760535
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f40
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,827.0,322.0,505.0,0.9281705948372615,0.3893591293833132,0.9415204678362573,0.9198542805100182,0.02166618732623915,0.0005044066227408827
1.0,64.0,20.0,44.0,0.0718294051627385,0.3125,1.0,1.0,0.0,0.006828524804651511
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f41
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,729.0,188.0,541.0,0.8181818181818182,0.2578875171467764,0.5497076023391813,0.9854280510018215,0.43572044866264026,0.2543254994328314
1.0,162.0,154.0,8.0,0.18181818181818182,0.9506172839506173,1.0,1.0,0.0,1.4948691772357747
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f42
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,883.0,335.0,548.0,0.9910213243546577,0.3793884484711212,0.97953216374269,0.9981785063752276,0.018646342632537616,0.0003516150279442602
1.0,8.0,7.0,1.0,0.008978675645342313,0.875,1.0,1.0,0.0,0.04510919207230231
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f43
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,835.0,303.0,532.0,0.9371492704826038,0.362874251497006,0.8859649122807017,0.9690346083788707,0.08306969609816894,0.0074449536609534645
1.0,56.0,39.0,17.0,0.06285072951739619,0.6964285714285714,1.0,1.0,0.0,0.1082926468842765
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f44
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,803.0,309.0,494.0,0.9012345679012346,0.3848069738480697,0.9035087719298246,0.8998178506375227,0.003690921292301863,1.510865401541739e-05
1.0,88.0,33.0,55.0,0.09876543209876543,0.375,1.0,1.0,0.0,0.00013854950568344476
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f45
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,574.0,91.0,483.0,0.6442199775533108,0.15853658536585366,0.26608187134502925,0.8797814207650273,0.613699549419998,0.733904538143259
1.0,317.0,251.0,66.0,0.3557800224466891,0.7917981072555205,1.0,1.0,0.0,1.1102352026447075
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f46
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,885.0,342.0,543.0,0.9932659932659933,0.3864406779661017,1.0,0.9890710382513661,0.010928961748633892,0.00012009968935076742
1.0,6.0,0.0,6.0,0.006734006734006734,0.0,1.0,1.0,0.0,0.0
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f47
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,846.0,338.0,508.0,0.9494949494949495,0.39952718676122934,0.9883040935672515,0.9253187613843351,0.06298533218291635,0.004147719690816876
1.0,45.0,4.0,41.0,0.050505050505050504,0.08888888888888889,1.0,1.0,0.0,0.1167741760854503
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f48
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,885.0,336.0,549.0,0.9932659932659933,0.37966101694915255,0.9824561403508771,1.0,0.01754385964912286,0.0003105188964807216
1.0,6.0,6.0,0.0,0.006734006734006734,1.0,1.0,1.0,0.0,0.0
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f49
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,576.0,304.0,272.0,0.6464646464646465,0.5277777777777778,0.8888888888888888,0.49544626593806923,0.3934426229508196,0.22997246146510808
1.0,315.0,38.0,277.0,0.35353535353535354,0.12063492063492064,1.0,1.0,0.0,0.5953352034153551
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f50
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,788.0,336.0,452.0,0.8843995510662177,0.4263959390862944,0.9824561403508771,0.8233151183970856,0.15914102195379154,0.028122873780012596
1.0,103.0,6.0,97.0,0.11560044893378227,0.05825242718446602,1.0,1.0,0.0,0.36756225827007466
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f51
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,816.0,308.0,508.0,0.9158249158249159,0.37745098039215685,0.9005847953216374,0.9253187613843351,0.024733966062697732,0.0006701410910516121
1.0,75.0,34.0,41.0,0.08417508417508418,0.4533333333333333,1.0,1.0,0.0,0.007075798091128842
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f52
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,867.0,339.0,528.0,0.9730639730639731,0.39100346020761245,0.9912280701754386,0.9617486338797814,0.02947943629565719,0.0008900292299149322
1.0,24.0,3.0,21.0,0.026936026936026935,0.125,1.0,1.0,0.0,0.04341207954338791
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f53
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,685.0,160.0,525.0,0.7687991021324355,0.23357664233576642,0.4678362573099415,0.9562841530054644,0.48844789569552294,0.3492093476302262
1.0,206.0,182.0,24.0,0.23120089786756454,0.883495145631068,1.0,1.0,0.0,1.2207487929432053
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f54
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,774.0,273.0,501.0,0.8686868686868687,0.35271317829457366,0.7982456140350878,0.912568306010929,0.11432269197584122,0.015301703789922154
1.0,117.0,69.0,48.0,0.13131313131313133,0.5897435897435898,1.0,1.0,0.0,0.0955958574228291
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f55
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,856.0,340.0,516.0,0.9607182940516273,0.397196261682243,0.9941520467836257,0.9398907103825137,0.05426133640111197,0.0030455019673830317
1.0,35.0,2.0,33.0,0.03928170594837262,0.05714285714285714,1.0,1.0,0.0,0.12643285733641443
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f56
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,875.0,334.0,541.0,0.9820426487093153,0.38171428571428573,0.9766081871345029,0.9854280510018215,0.00881986386731859,7.92957042376307e-05
1.0,16.0,8.0,8.0,0.017957351290684626,0.5,1.0,1.0,0.0,0.004174333123297587
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f57
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,680.0,313.0,367.0,0.7631874298540965,0.4602941176470588,0.9152046783625731,0.668488160291439,0.24671651807113415,0.0775008246841924
1.0,211.0,29.0,182.0,0.23681257014590348,0.13744075829383887,1.0,1.0,0.0,0.3363790128777471
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f58
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,692.0,327.0,365.0,0.77665544332211,0.4725433526011561,0.956140350877193,0.6648451730418944,0.29129517783529857,0.10584225485311924
1.0,199.0,15.0,184.0,0.22334455667789002,0.07537688442211055,1.0,1.0,0.0,0.5923772479612555
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f59
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,828.0,313.0,515.0,0.9292929292929293,0.3780193236714976,0.9152046783625731,0.9380692167577414,0.02286453839516822,0.000564205479233325
1.0,63.0,29.0,34.0,0.0707070707070707,0.4603174603174603,1.0,1.0,0.0,0.007184564072611567
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f60
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,847.0,334.0,513.0,0.9506172839506173,0.39433293978748524,0.9766081871345029,0.9344262295081968,0.042181957626306166,0.001862453742810544
1.0,44.0,8.0,36.0,0.04938271604938271,0.18181818181818182,1.0,1.0,0.0,0.0434807271234698
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f61
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,879.0,330.0,549.0,0.9865319865319865,0.37542662116040953,0.9649122807017544,1.0,0.03508771929824561,0.0012532660562133069
1.0,12.0,12.0,0.0,0.013468013468013467,1.0,1.0,1.0,0.0,0.0
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f62
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,879.0,338.0,541.0,0.9865319865319865,0.3845278725824801,0.9883040935672515,0.9854280510018215,0.002876042565429948,8.381711485368754e-06
1.0,12.0,4.0,8.0,0.013468013468013467,0.3333333333333333,1.0,1.0,0.0,0.0006323252117141786
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f63
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,458.0,292.0,166.0,0.5140291806958474,0.6375545851528385,0.8538011695906432,0.302367941712204,0.5514332278784393,0.5724173126257344
1.0,433.0,50.0,383.0,0.48597081930415265,0.11547344110854503,1.0,1.0,0.0,0.8617380936214807
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f64
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,771.0,299.0,472.0,0.8653198653198653,0.38780804150453957,0.8742690058479532,0.8597449908925319,0.014524014955421327,0.00024331054320645727
1.0,120.0,43.0,77.0,0.13468013468013468,0.35833333333333334,1.0,1.0,0.0,0.0015877304821732539
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f65
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,882.0,334.0,548.0,0.98989898989899,0.3786848072562358,0.9766081871345029,0.9981785063752276,0.021570319240724722,0.0004712379103621583
1.0,9.0,8.0,1.0,0.010101010101010102,0.8888888888888888,1.0,1.0,0.0,0.0550631847740889
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f66
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,730.0,189.0,541.0,0.819304152637486,0.2589041095890411,0.5526315789473685,0.9854280510018215,0.43279647205445304,0.25032279677308406
1.0,161.0,153.0,8.0,0.18069584736251404,0.9503105590062112,1.0,1.0,0.0,1.4820180709364563
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f67
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,774.0,273.0,501.0,0.8686868686868687,0.35271317829457366,0.7982456140350878,0.912568306010929,0.11432269197584122,0.015301703789922154
1.0,117.0,69.0,48.0,0.13131313131313133,0.5897435897435898,1.0,1.0,0.0,0.0955958574228291
nan section,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f68
section,positive_negative,positive,negative,positive_negative_ratio,positive_ratio,p_pall_ratio,n_nall_ratio,ks,iv
0.0,864.0,339.0,525.0,0.9696969696969697,0.3923611111111111,0.9912280701754386,0.9562841530054644,0.03494391716997414,0.0012541214357618272
1.0,27.0,3.0,24.0,0.030303030303030304,0.1111111111111111,1.0,1.0,0.0,0.056125306650502915
